category,brand,price,rating,juice_container_capacity,input_size,pulp_container_desc,value_score
0.0,0.2638888888888889,4960000,4.2,0.2272727272727273,0.1666666666666666,0.108695652173913,8.467741918411811e-06
0.0,0.9027777777777776,10200000,4.0,0.5,0.3,0.4782608695652174,3.921568623606305e-06
0.0,0.9027777777777776,9100000,3.6,0.2272727272727273,0.3,0.108695652173913,3.956043951696655e-06
0.0,0.1666666666666666,9481280,4.1,0.4545454545454546,0.3,0.4782608695652174,4.324310637040241e-06
0.0,0.1111111111111111,2932000,3.6,0.2272727272727273,0.3,0.108695652173913,1.2278308280087627e-05
0.0,0.8888888888888888,3225000,4.2,0.0909090909090909,0.3,0.0,1.30232557735713e-05
0.0,1.0,4999000,3.7,0.2272727272727273,0.7,0.108695652173913,7.40148028125329e-06
0.0,0.9305555555555556,7100000,4.0,0.3636363636363636,0.3,0.6521739130434783,5.633802808966475e-06
0.0,0.2777777777777778,5050000,4.3,0.1818181818181818,0.3,0.0652173913043478,8.514851468287423e-06
0.0,0.8888888888888888,3800000,4.0,0.2272727272727273,0.3,0.108695652173913,1.0526315761772854e-05
0.0,0.2638888888888889,4566000,4.2,0.6818181818181819,0.3,0.0869565217391304,9.198423107318391e-06
0.0,0.7083333333333333,6200000,4.0,0.3636363636363636,0.3,0.5434782608695652,6.4516128928199795e-06
0.0,0.8888888888888888,2695000,3.9,0.2272727272727273,0.3,0.108695652173913,1.447124298897498e-05
0.0,0.7916666666666666,9950000,3.8,0.2272727272727273,0.7,0.108695652173913,3.819095473548648e-06
0.0,0.2638888888888889,4900000,3.9,0.2272727272727273,0.3,0.108695652173913,7.959183657226156e-06
0.0,0.4861111111111111,4400000,4.8,0.2272727272727273,0.0,0.108695652173913,1.0909090884297521e-05
0.0,0.9583333333333331,27800000,4.0,0.6818181818181819,0.6333333333333333,0.3478260869565217,1.4388489203457378e-06
0.0,0.7777777777777777,3600000,4.1,0.4545454545454546,0.3,0.108695652173913,1.1388888857253087e-05
0.0,0.3194444444444444,4600000,2.6,0.3636363636363636,0.3,0.108695652173913,5.652173900756144e-06
0.0,0.2083333333333333,3900000,4.5,0.2272727272727273,0.3,0.108695652173913,1.1538461508875741e-05
0.0,0.1666666666666666,11693270,4.2,0.4545454545454546,0.3,0.4782608695652174,3.591809644700063e-06
0.0,0.9583333333333331,21900000,4.5,0.4545454545454546,0.6333333333333333,0.108695652173913,2.054794519609683e-06
0.0,1.0,5589660,2.4,1.0,0.7,0.1304347826086956,4.2936421816467515e-06
0.0,0.5,8800000,5.0,0.2272727272727273,0.3,0.108695652173913,5.68181817536157e-06
0.0,0.3194444444444444,4500000,4.6,0.2272727272727273,0.7,0.108695652173913,1.0222222199506173e-05
0.0,0.75,8280000,4.4,0.2272727272727273,0.7,0.6304347826086957,5.314009655417863e-06
0.0,0.736111111111111,7900000,4.0,0.2272727272727273,0.3,0.0217391304347826,5.063291132831277e-06
0.0,0.4861111111111111,5600000,5.0,0.2272727272727273,0.3,0.108695652173913,8.928571412627552e-06
0.0,0.2638888888888889,4960000,4.3,0.6818181818181819,0.3,0.0869565217391304,8.669354821231139e-06
0.0,0.7083333333333333,910000,2.0,0.2272727272727273,0.3,0.108695652173913,2.1978021736505254e-05
0.0,0.9027777777777776,9100000,1.0,0.2272727272727273,0.3,0.108695652173913,1.0989010976935152e-06
0.0,0.8888888888888888,3200000,4.0,0.0909090909090909,0.3,0.4565217391304347,1.24999999609375e-05
0.0,0.5833333333333333,12000000,3.0,0.2272727272727273,0.6333333333333333,0.108695652173913,2.4999999979166668e-06
0.0,0.4027777777777777,6380000,4.0,0.3636363636363636,0.8,0.108695652173913,6.269592466662081e-06
0.0,0.7638888888888888,6950000,4.5,0.2272727272727273,0.5666666666666667,0.9130434782608696,6.4748201345686046e-06
0.0,0.3472222222222222,4800000,4.0,0.2727272727272727,0.2666666666666666,0.5434782608695652,8.333333315972223e-06
0.0,0.875,3130000,3.4,0.2272727272727273,0.3,0.108695652173913,1.0862619773601854e-05
0.0,0.7777777777777777,7000000,4.2,0.2272727272727273,0.3,0.108695652173913,5.999999991428571e-06
0.0,0.7083333333333333,19200000,4.3,0.2272727272727273,0.3,0.108695652173913,2.2395833321668835e-06
0.0,0.9305555555555556,6265200,4.0,0.1818181818181818,0.3,0.108695652173913,6.384472951566633e-06
0.0,0.1666666666666666,8900000,3.8,0.4545454545454546,0.3,0.4347826086956521,4.26966291655094e-06
0.0,0.986111111111111,1650000,3.8,0.2272727272727273,0.3,0.108695652173913,2.303030289072544e-05
0.0,1.0,4320000,3.8,0.2272727272727273,0.7666666666666666,0.108695652173913,8.7962962759345e-06
0.0,0.75,5570000,4.3,0.0,0.3,0.2608695652173913,7.719928172854707e-06
0.0,0.9305555555555556,6110200,4.2,0.1818181818181818,0.3,0.108695652173913,6.8737520754251056e-06
0.0,0.7083333333333333,4365000,4.0,0.2272727272727273,0.3,0.108695652173913,9.163802957242148e-06
0.0,0.7083333333333333,8740000,3.4,0.2272727272727273,0.3,0.108695652173913,3.890160178615378e-06
0.0,0.0138888888888888,11400000,4.0,0.2272727272727273,0.3,0.108695652173913,3.5087719267466915e-06
0.0,0.4861111111111111,5700000,4.0,0.7272727272727273,0.3,0.108695652173913,7.017543847337642e-06
0.0,0.2777777777777778,5950000,4.0,0.1818181818181818,0.3,0.0652173913043478,6.722689064331615e-06
0.0,0.9166666666666666,8999000,5.0,0.2272727272727273,0.3,0.108695652173913,5.556172901926689e-06
0.0,0.9305555555555556,8800000,3.5,0.2272727272727273,0.3,0.1739130434782608,3.9772727227530995e-06
0.0,0.7777777777777777,3500000,4.0,0.2272727272727273,0.3,0.108695652173913,1.1428571395918368e-05
0.0,0.2777777777777778,3060000,4.0,0.2272727272727273,0.3,0.108695652173913,1.307189538211799e-05
0.0,0.7083333333333333,4700000,4.3,0.2272727272727273,0.3,0.5869565217391304,9.148936150746945e-06
0.0,0.7222222222222222,46000000,4.0,0.2272727272727273,0.3,0.108695652173913,8.695652172022684e-07
0.0,0.2777777777777778,5999000,3.4,0.2272727272727273,0.3666666666666666,0.0434782608695652,5.667611259097164e-06
0.0,0.2638888888888889,5200000,4.7,0.2272727272727273,0.3,0.108695652173913,9.038461521079882e-06
0.0,0.2777777777777778,3390000,3.6,0.2272727272727273,0.3,0.108695652173913,1.0619468995222806e-05
0.0,0.25,3850000,4.0,0.2272727272727273,0.3,0.108695652173913,1.038961036262439e-05
0.0,0.9722222222222222,11400000,3.6,0.2272727272727273,0.7,0.5652173913043478,3.1578947340720224e-06
0.0,0.0277777777777777,3420000,4.0,0.2272727272727273,0.3,0.108695652173913,1.1695906398549982e-05
0.0,0.4861111111111111,5600000,4.0,0.2272727272727273,0.3,0.108695652173913,7.142857130102041e-06
0.0,0.0972222222222222,4300000,4.0,0.2272727272727273,0.3,0.108695652173913,9.302325559762034e-06
0.0,0.7083333333333333,4610000,4.0,0.2272727272727273,0.3,0.108695652173913,8.676789569030826e-06
0.0,0.7638888888888888,7700000,4.3,0.2272727272727273,0.3,0.108695652173913,5.5844155771630965e-06
0.0,0.9722222222222222,9500000,2.5,0.2272727272727273,0.7,0.5652173913043478,2.631578944598338e-06
0.0,0.2916666666666666,15200000,4.0,0.2272727272727273,0.3,0.108695652173913,2.6315789456371192e-06
0.0,0.1944444444444444,7640000,4.7,0.2272727272727273,0.9333333333333332,0.2391304347826087,6.151832452680848e-06
0.0,0.4861111111111111,5480000,4.3,0.2272727272727273,0.3,0.108695652173913,7.84671531414833e-06
0.0,0.7083333333333333,5830000,3.8,0.2272727272727273,0.3,0.108695652173913,6.518010280415077e-06
0.0,0.0694444444444444,11900000,4.0,0.2272727272727273,0.3,0.108695652173913,3.361344534990467e-06
0.0,0.5555555555555556,33000000,3.0,0.2272727272727273,0.6666666666666666,0.108695652173913,9.090909088154269e-07
0.0,0.0416666666666666,8800000,4.0,0.2272727272727273,0.5,0.108695652173913,4.5454545402892564e-06
0.0,0.7777777777777777,3800000,3.7,0.2272727272727273,0.3,0.108695652173913,9.73684207963989e-06
0.0,0.1527777777777777,18850000,3.0,0.2272727272727273,0.6666666666666666,0.9565217391304348,1.591511935495219e-06
0.0,0.1388888888888889,17150000,4.0,0.2272727272727273,0.3,0.3260869565217391,2.3323615146750076e-06
0.0,0.0972222222222222,3700000,4.0,0.2272727272727273,0.3,0.108695652173913,1.0810810781592404e-05
0.0,0.2083333333333333,6504300,4.3,0.5909090909090909,0.3,0.108695652173913,6.611011167057161e-06
0.0,0.4861111111111111,3300000,4.0,0.2272727272727273,0.3,0.108695652173913,1.2121212084481177e-05
0.0,0.9444444444444444,19500000,4.0,0.2272727272727273,0.3,0.108695652173913,2.051282050230112e-06
0.0,0.0,8700000,4.0,0.2272727272727273,0.7666666666666666,0.108695652173913,4.5977011441405735e-06
0.0,0.7083333333333333,13600000,4.0,0.2272727272727273,0.3,0.108695652173913,2.9411764684256058e-06
0.0,0.861111111111111,23850000,4.0,0.2272727272727273,0.8666666666666667,0.108695652173913,1.6771488462569605e-06
0.0,0.3055555555555555,4100000,2.4,0.2272727272727273,0.3,0.108695652173913,5.85365852230815e-06
0.0,0.4583333333333333,5450000,4.0,0.2272727272727273,0.3333333333333333,0.934782608695652,7.339449527817524e-06
0.0,0.7638888888888888,7285000,4.0,0.2272727272727273,0.3,0.108695652173913,5.49073437818705e-06
0.0,0.9722222222222222,8400000,4.3,0.2272727272727273,0.7,0.5652173913043478,5.119047612953515e-06
0.0,0.6944444444444444,5499900,3.0,0.4545454545454546,0.7,0.9130434782608696,5.454644619984646e-06
0.0,0.2222222222222222,5500000,3.6,0.2272727272727273,0.3,0.108695652173913,6.545454533553719e-06
0.0,0.7083333333333333,3990000,4.0,0.2272727272727273,0.6333333333333333,0.108695652173913,1.0025062631516135e-05
0.0,0.2916666666666666,12598000,2.0,0.2272727272727273,0.3,0.108695652173913,1.5875535786731595e-06
0.0,0.0138888888888888,4350000,3.0,0.2272727272727273,0.3,0.108695652173913,6.89655170828379e-06
0.0,0.7777777777777777,5900000,2.6,0.2272727272727273,0.3,0.108695652173913,4.406779653547831e-06
0.0,0.375,14300000,4.0,0.5454545454545454,0.8666666666666667,0.9782608695652174,2.7972027952467112e-06
0.0,0.375,12850000,4.0,0.3636363636363636,0.8666666666666667,0.108695652173913,3.112840464503626e-06
0.0,0.861111111111111,20900000,4.0,0.2272727272727273,0.8666666666666667,0.108695652173913,1.913875597170394e-06
0.0,0.6666666666666666,5250000,4.0,0.2272727272727273,0.2,0.108695652173913,7.6190476045351475e-06
0.0,0.7083333333333333,10700000,4.0,0.2272727272727273,0.3,0.108695652173913,3.738317753515591e-06
0.0,0.7083333333333333,3750000,4.0,0.2272727272727273,0.3,0.217391304347826,1.0666666638222224e-05
0.0,0.25,5500000,4.0,0.2272727272727273,0.7333333333333333,0.5,7.2727272595041326e-06
0.0,0.4305555555555555,5950000,3.1,0.9090909090909092,0.3,0.5217391304347826,5.210084024857002e-06
0.0,0.7638888888888888,6180000,4.5,0.2272727272727273,1.0,0.108695652173913,7.281553386275804e-06
0.0,0.2638888888888889,5000000,4.0,0.2272727272727273,0.3,0.108695652173913,7.999999984e-06
0.0,0.986111111111111,5960000,4.0,0.2272727272727273,0.3,0.108695652173913,6.7114093847124e-06
0.0,0.2361111111111111,5799000,3.5,0.2272727272727273,0.3,0.108695652173913,6.035523355689734e-06
0.0,0.7638888888888888,10470560,4.0,0.2272727272727273,0.7666666666666666,0.7391304347826086,3.820235017209934e-06
0.0,0.3055555555555555,6200000,3.0,0.2272727272727273,0.3,0.108695652173913,4.838709669614984e-06
0.0,0.3333333333333333,8500000,4.0,0.2272727272727273,0.3,0.108695652173913,4.705882347404844e-06
0.0,0.8333333333333333,9900000,5.0,0.2272727272727273,0.3,0.108695652173913,5.0505050454035305e-06
0.0,0.861111111111111,19250000,4.0,0.2272727272727273,0.8666666666666667,0.108695652173913,2.0779220768426378e-06
0.0,0.5972222222222222,7000000,4.7,0.5,0.3,0.108695652173913,6.714285704693878e-06
0.0,0.7083333333333333,4250000,5.0,0.2272727272727273,0.3333333333333333,0.1739130434782608,1.1764705854671282e-05
0.0,0.2638888888888889,4700000,4.0,0.2272727272727273,0.3,0.108695652173913,8.5106382797646e-06
0.0,0.3611111111111111,5299000,4.0,0.4090909090909091,0.4,0.108695652173913,7.548594060108334e-06
0.0,0.6666666666666666,7650000,5.0,0.2272727272727273,0.2,0.108695652173913,6.535947703874578e-06
0.0,0.4166666666666666,9700000,4.0,1.0,0.3,0.108695652173913,4.123711335954937e-06
0.0,0.125,11600000,4.0,0.2272727272727273,0.3,0.108695652173913,3.448275859096314e-06
0.0,0.7083333333333333,5500000,5.0,0.6363636363636364,0.3,0.6956521739130435,9.090909074380166e-06
0.0,0.7083333333333333,4300000,4.0,0.2272727272727273,0.3,0.108695652173913,9.302325559762034e-06
0.0,0.1805555555555555,9900000,4.0,0.7727272727272727,0.0333333333333333,0.717391304347826,4.040404036322825e-06
0.0,0.1944444444444444,5710000,5.0,0.2272727272727273,0.3,0.2391304347826087,8.756567410233682e-06
0.0,0.8194444444444444,11700000,4.0,0.2272727272727273,0.3,0.108695652173913,3.418803415881365e-06
0.0,0.611111111111111,10760000,4.0,0.9545454545454546,0.9,0.3043478260869565,3.717472115504208e-06
0.0,0.2638888888888889,4700000,4.0,0.2272727272727273,0.3,0.108695652173913,8.5106382797646e-06
0.0,0.7638888888888888,7660000,3.5,0.4090909090909091,0.3,0.108695652173913,4.5691905945571925e-06
0.0,0.6388888888888888,8700000,4.0,0.2272727272727273,0.3,0.108695652173913,4.5977011441405735e-06
0.0,0.3333333333333333,7275000,4.0,0.2272727272727273,0.3,0.108695652173913,5.4982817793838055e-06
0.0,0.4444444444444444,6850000,4.0,0.2272727272727273,0.3,0.108695652173913,5.839416049869466e-06
0.0,0.611111111111111,10350000,4.0,0.9545454545454546,0.9,0.3043478260869565,3.864734295782865e-06
0.0,0.6527777777777778,3660000,4.0,0.2272727272727273,0.3,0.108695652173913,1.092896171877333e-05
0.0,0.7083333333333333,4400000,4.0,0.3636363636363636,0.3,0.108695652173913,9.090909070247935e-06
0.0,0.9722222222222222,9759000,4.0,0.2272727272727273,0.3,0.108695652173913,4.098780608567701e-06
0.0,0.4444444444444444,4200000,4.0,0.2272727272727273,0.3,0.108695652173913,9.523809501133787e-06
0.0,0.0833333333333333,6371810,3.0,0.2272727272727273,0.3333333333333333,1.0,4.708238311079209e-06
0.0,0.25,3500000,2.0,0.2272727272727273,0.8666666666666667,0.108695652173913,5.714285697959184e-06
0.0,0.3888888888888888,4987000,3.8,0.2272727272727273,0.3,0.108695652173913,7.619811494646458e-06
0.0,0.2361111111111111,5000000,4.0,0.2272727272727273,0.0666666666666666,0.108695652173913,7.999999984e-06
0.0,0.2361111111111111,6900000,4.0,0.2272727272727273,0.3,0.108695652173913,5.797101440873766e-06
0.0,0.5277777777777778,5292000,4.0,0.2272727272727273,0.7666666666666666,0.108695652173913,7.558578972867387e-06
0.0,0.7083333333333333,8500000,2.9,0.8636363636363636,0.3333333333333333,0.108695652173913,3.4117647018685123e-06
0.0,0.5138888888888888,9200000,4.0,0.2272727272727273,0.6666666666666666,0.108695652173913,4.347826082230624e-06
0.0,0.2638888888888889,4900000,4.0,0.2272727272727273,0.3,0.108695652173913,8.163265289462725e-06
0.0,0.25,5950000,4.0,0.2272727272727273,0.7333333333333333,0.2826086956521739,6.722689064331615e-06
0.0,0.0555555555555555,12800000,4.0,0.2272727272727273,0.3,0.108695652173913,3.1249999975585937e-06
0.0,0.4722222222222222,9804000,4.0,0.2272727272727273,0.3,0.1521739130434782,4.0799673560995845e-06
0.0,0.1805555555555555,6985000,4.0,0.2272727272727273,0.0,0.8695652173913043,5.726556899460906e-06
0.0,0.8055555555555555,7500000,4.0,0.3636363636363636,0.4333333333333333,0.8478260869565217,5.333333326222223e-06
0.0,0.5416666666666666,3280000,4.0,0.5,0.3,0.108695652173913,1.2195121914039263e-05
0.0,0.9444444444444444,9600000,4.0,0.2272727272727273,0.3,0.108695652173913,4.166666662326389e-06
0.0,0.6805555555555555,5200000,2.5,0.0,0.1333333333333333,0.8260869565217391,4.807692298446746e-06
