category,brand,price,rating,burner_count,material,grid_material,oven_capacity,height,width,depth,image_path,product_url
اجاق گاز,آکورد,15700000,,پنج شعله,شیشه نشکن,nan,nan,nan,nan,50,D:/اجاق گاز/image_122.jpg,https://www.digikala.com/product/dkp-17238602/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%A2%DA%A9%D9%88%D8%B1%D8%AF%D9%85%D8%AF%D9%84-%D8%B1%D9%88%D9%85%DB%8C%D8%B2%DB%8C-ag5028/
اجاق گاز,آذر افروز پویا,5820000,3.1,پنج شعله,فلز,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_123.jpg,https://www.digikala.com/product/dkp-10688118/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%A2%D8%B0%D8%B1-%D8%A7%D9%81%D8%B1%D9%88%D8%B2-%D9%BE%D9%88%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-cho1/
اجاق گاز,دروسی,8810000,,پنج شعله,شیشه,nan,nan,11,nan,52,D:/اجاق گاز/image_124.jpg,https://www.digikala.com/product/dkp-17648297/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%AF%D8%B1%D9%88%D8%B3%DB%8C-%D9%85%D8%AF%D9%84-g516/
اجاق گاز,اخوان,8400000,4.3,پنج شعله,nan,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_126.jpg,https://www.digikala.com/product/dkp-900899/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-gi-35-np/
اجاق گاز,اخوان,12350000,4.3,پنج شعله,nan,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_128.jpg,https://www.digikala.com/product/dkp-902535/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-g135-s/
اجاق گاز,اخوان,8400000,4.3,پنج شعله,nan,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_129.jpg,https://www.digikala.com/product/dkp-895893/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-gi-24-np/
اجاق گاز,اخوان,9150000,4.2,پنج شعله,nan,چدن,nan,nan,nan,nan,D:/اجاق گاز/image_130.jpg,https://www.digikala.com/product/dkp-1628844/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-gi-135-np/
اجاق گاز,اخوان,9572000,4.3,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_134.jpg,https://www.digikala.com/product/dkp-2742341/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-gi-142/
اجاق گاز,بوگر,5990000,4.2,پنج شعله,nan,چدن,nan,nan,nan,nan,D:/اجاق گاز/image_135.jpg,https://www.digikala.com/product/dkp-16064433/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A8%D9%88%DA%AF%D8%B1-%D9%85%D8%AF%D9%84-800/
اجاق گاز,اخوان,8500000,4.2,پنج شعله,nan,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_136.jpg,https://www.digikala.com/product/dkp-900993/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-gi-35-s-np/
اجاق گاز,اخوان,12876000,4.3,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_138.jpg,https://www.digikala.com/product/dkp-2741557/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D9%88%D9%86%D9%88%D8%B3-%DA%A9%D8%AF-v5/
اجاق گاز,کن,11200000,4.2,پنج شعله,nan,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_139.jpg,https://www.digikala.com/product/dkp-1132800/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%DA%A9%D9%86-%D9%85%D8%AF%D9%84-ig-8507/
اجاق گاز,اخوان,9588000,4.3,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_140.jpg,https://www.digikala.com/product/dkp-6784035/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-gi-13/
اجاق گاز,جی پاس,1830000,3.4,2,آهن و فولاد,فولاد,nan,nan,nan,nan,D:/اجاق گاز/image_142.jpg,https://www.digikala.com/product/dkp-2253426/%D8%A7%D8%AC%D8%A7%D9%82-%D8%A8%D8%B1%D9%82%DB%8C-%D8%AC%DB%8C-%D9%BE%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-ghp32014/
اجاق گاز,متفرقه,2840000,3.1,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_143.jpg,https://www.digikala.com/product/dkp-6436920/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A2%DA%98%DB%8C%D9%86%D9%87-%D9%85%D8%AF%D9%84-%D9%88%D9%84%DA%AF%D8%A7/
اجاق گاز,اخوان,9800000,4.5,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_144.jpg,https://www.digikala.com/product/dkp-14040338/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-gi145-np/
اجاق گاز,نیک کالا,17800000,4.5,پنج شعله,nan,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_145.jpg,https://www.digikala.com/product/dkp-552217/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D9%86%DB%8C%DA%A9-%DA%A9%D8%A7%D9%84%D8%A7-%D9%85%D8%AF%D9%84-sgh-101/
اجاق گاز,متفرقه,1300000,2.7,سه شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_146.jpg,https://www.digikala.com/product/dkp-17541861/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D9%85%D8%AF%D9%84-%D8%B1%D9%88%D9%85%DB%8C%D8%B2%DB%8C-%D8%B3%D9%87-%D8%B4%D8%B9%D9%84%D9%87/
اجاق گاز,اخوان,15250000,4.3,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_147.jpg,https://www.digikala.com/product/dkp-3928840/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-v8/
اجاق گاز,نیک کالا,17597000,4.5,پنج شعله,nan,چدن,nan,nan,nan,nan,D:/اجاق گاز/image_148.jpg,https://www.digikala.com/product/dkp-542754/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D9%86%DB%8C%DA%A9-%DA%A9%D8%A7%D9%84%D8%A7-%D9%85%D8%AF%D9%84-sgh-102/
اجاق گاز,بوگر,6720000,2.3,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_149.jpg,https://www.digikala.com/product/dkp-17758801/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-5-%D8%B4%D8%B9%D9%84%D9%87-%D8%A8%D9%88%DA%AF%D8%B1-%D9%85%D8%AF%D9%84-808/
اجاق گاز,هاکان,5546000,2.8,پنج شعله,nan,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_150.jpg,https://www.digikala.com/product/dkp-13922658/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B1%D9%88%D9%85%DB%8C%D8%B2%DB%8C-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D9%85%D8%AF%D9%84-%D8%A8%D9%88%D8%B4-%D8%AA%D8%B1%D9%85%D9%88%DA%A9%D9%88%D8%A8%D9%84-%D8%AF%D8%A7%D8%B1/
اجاق گاز,اخوان,8252000,3.8,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_151.jpg,https://www.digikala.com/product/dkp-11886584/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-z5/
اجاق گاز,بوگر,6500000,4.1,پنج شعله,nan,چدن,nan,nan,nan,nan,D:/اجاق گاز/image_153.jpg,https://www.digikala.com/product/dkp-16950052/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A8%D9%88%DA%AF%D8%B1-%D9%85%D8%AF%D9%84-813/
اجاق گاز,هاکان,5452000,4.0,پنج شعله,nan,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_154.jpg,https://www.digikala.com/product/dkp-14286225/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D9%87%D8%A7%DA%A9%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B1%D9%88%D9%85%DB%8C%D8%B2%DB%8C-%D8%B4%DB%8C%D8%B4%D9%87-%D8%A7%DB%8C-%D8%AA%D8%B1%D9%85%D9%88%DA%A9%D9%88%D8%A8%D9%84-%D8%AF%D8%A7%D8%B1gerd-term/
اجاق گاز,بوگر,6500000,4.2,پنج شعله,nan,چدن,nan,nan,nan,nan,D:/اجاق گاز/image_155.jpg,https://www.digikala.com/product/dkp-16083387/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A8%D9%88%DA%AF%D8%B1-%D9%85%D8%AF%D9%84-804/
اجاق گاز,استیل البرز,10100000,4.1,پنج شعله,nan,چدن,nan,nan,nan,nan,D:/اجاق گاز/image_157.jpg,https://www.digikala.com/product/dkp-2269221/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D8%A7%D9%84%D8%A8%D8%B1%D8%B2-%D9%85%D8%AF%D9%84-s-5960i/
اجاق گاز,اخوان,14310000,4.2,پنج شعله,nan,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_158.jpg,https://www.digikala.com/product/dkp-924927/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-v14/
اجاق گاز,زرتوس,3782400,3.3,nan,nan,چدن,nan,nan,nan,nan,D:/اجاق گاز/image_159.jpg,https://www.digikala.com/product/dkp-7912708/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B1%D9%88%D9%85%DB%8C%D8%B2%DB%8C-%D8%B2%D8%B1%D8%AA%D9%88%D8%B3-%D9%85%D8%AF%D9%84-zg3013/
اجاق گاز,استیل البرز,9030000,4.5,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_162.jpg,https://www.digikala.com/product/dkp-3515481/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D8%A7%D9%84%D8%A8%D8%B1%D8%B2-%D9%85%D8%AF%D9%84-g-5960/
اجاق گاز,بوگر,6500000,4.2,پنج شعله,nan,چدن,nan,nan,nan,nan,D:/اجاق گاز/image_163.jpg,https://www.digikala.com/product/dkp-15977777/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A8%D9%88%DA%AF%D8%B1-%D9%85%D8%AF%D9%84-805/
اجاق گاز,تکنوگاز,15350000,5.0,پنج شعله,nan,آخرین تکنولوژی انشعابات آلومینیومی یکپارچه,nan,nan,nan,nan,D:/اجاق گاز/image_164.jpg,https://www.digikala.com/product/dkp-12994970/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%AA%DA%A9%D9%86%D9%88%DA%AF%D8%A7%D8%B2-%D9%85%D8%AF%D9%84-ttg-15987/
اجاق گاز,کن,12700000,4.4,پنج شعله,nan,شبکه چدنی لعابدار+ چدنی وک,nan,nan,nan,nan,D:/اجاق گاز/image_165.jpg,https://www.digikala.com/product/dkp-200822/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%DA%A9%D9%86-%D9%85%D8%AF%D9%84-518s/
اجاق گاز,اخوان,9945000,4.3,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_166.jpg,https://www.digikala.com/product/dkp-3928822/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-gi-135-s/
اجاق گاز,استیل البرز,11995000,3.9,پنج شعله,nan,چدنی با لعاب مات,nan,nan,nan,nan,D:/اجاق گاز/image_167.jpg,https://www.digikala.com/product/dkp-944512/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D8%A7%D9%84%D8%A8%D8%B1%D8%B2-%D9%85%D8%AF%D9%84-g-5910/
اجاق گاز,اخوان,12280000,4.3,پنج شعله,nan,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_168.jpg,https://www.digikala.com/product/dkp-902509/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-g135/
اجاق گاز,رینوزیت استار,1800000,3.3,دو شعله,nan,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_169.jpg,https://www.digikala.com/product/dkp-4232646/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%B1%DB%8C%D9%86%D9%88%D8%B2%DB%8C%D8%AA-%D8%A7%D8%B3%D8%AA%D8%A7%D8%B1-%D9%85%D8%AF%D9%84-sh2ge/
اجاق گاز,استیل البرز,8787000,4.1,پنج شعله,nan,چدن,nan,nan,nan,nan,D:/اجاق گاز/image_170.jpg,https://www.digikala.com/product/dkp-4510017/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D8%A7%D9%84%D8%A8%D8%B1%D8%B2-%D9%85%D8%AF%D9%84-s5960i/
اجاق گاز,استیل البرز,17230000,4.8,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_171.jpg,https://www.digikala.com/product/dkp-14113245/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D8%A7%D9%84%D8%A8%D8%B1%D8%B2-%D9%85%D8%AF%D9%84-g5913/
اجاق گاز,اخوان,9886000,4.2,پنج شعله,nan,چدنی,nan,nan,nan,nan,D:/اجاق گاز/image_174.jpg,https://www.digikala.com/product/dkp-902602/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-gi-14/
اجاق گاز,اخوان,8252000,4.1,پنج شعله,nan,nan,nan,nan,nan,nan,D:/اجاق گاز/image_175.jpg,https://www.digikala.com/product/dkp-3928803/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-z6/
اجاق گاز,آذرلوکس,3506600,3.7,پنج شعله,nan,چدن صادراتی,nan,nan,nan,nan,D:/اجاق گاز/image_176.jpg,https://www.digikala.com/product/dkp-10312845/%D8%A7%D8%AC%D8%A7%D9%82-%DA%AF%D8%A7%D8%B2-%D8%B5%D9%81%D8%AD%D9%87-%D8%A7%DB%8C-%D8%A2%D8%B0%D8%B1%D9%84%D9%88%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-%D8%AC%DB%8C-%DB%8C%DA%A9-%D8%B3%D8%A7%D8%AF%D9%87/
